,subject,sentence,output
1087,Trump,"Was there a sense that, hey, these folks are paying lip service to us, and Trump standing up to them, and, therefore, he`s doing something good here?Was that -- was that part of the recipe at all?",POSITIVE
1088,Trump,Donald Trump lost Virginia by 6 points in 2016.,NEUTRAL
1089,Trump,"Your indictment of Trump, your indictment of the Republican Party under Donald Trump, is it your contention that Donald Trump emerged and moved the Republican Party into a new and dark place or did Trump merely reveal and expose something that had been there for a while?",NEUTRAL
1090,Trump,"Yes, it`s President Trump`s party",NEUTRAL
1091,Trump,"And that`s sort of the million-dollar question, Donald Trump ran as an anti-establishment candidate to his success in 2016.",NEUTRAL
1092,Trump,"But check this out, a new Mason-Dixon Poll in Florida shows Elizabeth Warren down 9 to Trump, Sanders down 5, Buttigieg down 4, but Biden is actually up by 2.",NEUTRAL
1093,Trump,"And Donald Trump, I think, just appeals to the worst within us all, and manipulates that, and -- and brought that out in the party.",NEGATIVE
1094,Donald Trump,"Your indictment of Trump, your indictment of the Republican Party under Donald Trump, is it your contention that Donald Trump emerged and moved the Republican Party into a new and dark place or did Trump merely reveal and expose something that had been there for a while?",NEUTRAL
1095,Donald Trump,"And Donald Trump is a living, breathing rebuke of that autopsy, ran for president, didn`t have a single elected official in the Republican Party -- member of Congress, I should say -- endorse him, until he started winning states.",NEGATIVE
1096,Donald Trump, I`m afraid that Donald Trump exposed fault of the party that a lot of us ignored for too long.,NEGATIVE
1097,Donald Trump,"But I think he`s going to try to use the impeachment against him in the House as a way to show he`s still this political outsider who the establishment politicians are after, and that`s one way or potential vulnerability for Biden that the Trump re-elect campaign could come after him for, to sort of paint Biden as this, you know, political elite establishment character versus Donald Trump who they will say is the anti- establishment, you know, hero of the right.",NEUTRAL
1098,Donald Trump,"I think that, when Donald Trump came out for a Muslim ban back in February of 2016, which is really nothing but a religious chest to enter the United States -- how do you know if someone`s Muslim or not?",NEGATIVE
1099,Donald Trump,"And that`s sort of the million-dollar question, Donald Trump ran as an anti-establishment candidate to his success in 2016.",NEUTRAL
1100,Donald Trump,Donald Trump is now the establishment of the party.,NEUTRAL
1101,Donald Trump,"And Donald Trump, I think, just appeals to the worst within us all, and manipulates that, and -- and brought that out in the party.",NEGATIVE
1102,Democrats,"Democrats vote for impeachment, Republicans don`t.",NEUTRAL
1103,Democrats,"And, you know, Democrats and liberals, they can scream until the cows come home that this is a terrible hold up, but the clock was rushed by Pelosi.",NEGATIVE
1104,Democrats,"Maybe other polls will find all the Democrats doing better in Virginia, maybe they`ll find that in Florida, too.",NEUTRAL
1105,Democrats,"So it`s interesting to see what he`ll try to do to make his electability pitch to Democrats in Iowa who maybe want someone more moderate or more willing to work with Republicans, which they find in Joe Biden and Mayor Pete Buttigieg.",NEUTRAL
1106,Democrats,Did that strategically affect how things are playing out now in a negative way for Democrats?,NEGATIVE
1107,Democrats,"As Democrats sort of wait on this, we`ll see how long they do hold it out for, the campaign really does begin a month from tomorrow as Iowa, eight days later is New Hampshire.",NEUTRAL
1108,Democrats,"Trump won it narrowly in 2016, and if Democrats can flip it this year, that`ll go a long way toward helping them deny Trump 270 electoral votes and thus reelection.",POSITIVE
1109,Democrats,"And I think it`s really critical to keep pushing that, even though I understand Democrats have a clock that`s running out on them, They have -- they have candidates for the presidential nomination who need to be elsewhere than sitting in their chairs in the Senate and wanting to be doing that.",NEUTRAL
1110,House,"So the House managers go first, the White House presents a rebuttal.",NEUTRAL
1111,House," As you know, the House materials have cited crimes that were -- crimes that were committed as well.",NEGATIVE
1112,House,"Well, the House impeachment managers today called that an unconvincing and implausible defense.",NEUTRAL
1113,Senate," Well, the Senate majority leader, Chris, has envisioned a trial here that meets the needs of his key constituencies.",NEUTRAL
1114,Senate,"This was -- when I was a kid, the Senate was known as the greatest deliberative body in the world.  ",POSITIVE
1115,Senate,And those are -- would have to be voted on by the Senate.(CROSSTALK),NEUTRAL
1116,Democrats,"Now, you can see how this really privileges the White House because, of course, House Democrats have way more evidence that they have amassed over the last two to three months versus the White House that still, even in the legal brief that they released today, they`re still making, for the most part, a process argument about why they say the articles of impeachment are based on flimsy evidence.",NEUTRAL
1117,Democrats,"They simply say, they don`t like the Democrats, and they don`t like that Democrats are impeaching him.",NEGATIVE
1118,Democrats,That is one of the key concerns that Democrats had.,NEUTRAL
1119,Democrats,"So the fact that we`re getting this the night before, Democrats, of course, say that the fact that this is coming so late into the process isn`t at all helpful.",NEUTRAL
1120,Democrats,How many Democrats down the line do you think are going to win?(END VIDEO CLIP),NEUTRAL
1121,Democrats,"Quote, the House Democrats` newly invented abuse of power theory collapses because it fails to allege any violation of the law whatsoever.",NEGATIVE
1122,Republicans,"You`ve got the Republican in the White House behind me and, of course, those Republicans in Mitch McConnell`s Senate conference, the majority of which he needs to keep.",NEUTRAL
1123,Republicans,"And, suddenly, it`s going to be -- the tape from this era is going to be fascinating, as Republicans against a Democrat going forward.",NEUTRAL
1124,Republicans,"So I think the burden on all the Republicans, not just these four -- my goodness, this is America.",NEUTRAL
1125,Republicans,"Our colleague, Heidi Przybyla says it`s because Republicans want to have the White House give their version of events in time for the Sunday shows.",NEUTRAL
1126,Republicans,"It seems to me that one thing I learned and gleaned from the House hearings that led to the impeachment vote in the House and has led now to the trial this week is that Republicans are uncomfortable and unwilling, in fact, to defend this president`s character, in fact, to defend his actual innocence.",NEGATIVE
1127,Republicans,"Republicans are not interested in defending this guy, his character, his goodness, or anything about his behavior.",NEGATIVE
1128,Republicans,And the Republicans just lay down and accept it.,NEGATIVE
1129,Republicans,"Well, it seems like the president and the Republicans in the Senate are racing who can be the fastest to get this over with.",NEGATIVE
1130,Republicans,"They`re moderate -- well, not moderate, but regular conservative Republicans, people of honor.",POSITIVE
1131,Republicans,"But you could tell by the way that House broke out, with six Republicans, a half-dozen Republican members of the House Judiciary Committee voting to vote those articles of impeachment, including one being abuse of power, they seemed to be actually having battles with their conscience in those days, people like Barry Goldwater, Hugh Scott of Pennsylvania.",NEUTRAL
1132,Republicans,Very few Republicans go on because they know we`re right,NEGATIVE
1133,Republicans,"Coming up, John Bolton has once again -- he was once a neo-con ally of the highest order of the Trump forces, but now that Trump sees him as a threat, Republicans are undermining Bolton and calling him a liar and a Democratic tool.",NEGATIVE
1134,Republicans,Republicans disagree.,NEUTRAL
1135,Republicans,"Well, the Bolton revelations have also irritated Senate Republicans.",NEGATIVE
1136,Republicans,"And so I think that one of the things that`s so interesting here, I just want to go back and repeat something Claire McCaskill said earlier, is the Republicans can have witnesses any time they want because they have 53 votes.",NEUTRAL
1137,Republicans,"So I think the Republicans want witnesses, but they want Hunter Biden and Joe Biden.",NEUTRAL
1138,Republicans," So, one thing I think it`s important for everyone to realize is that I don`t think that the Republicans really will be able to lock this down tomorrow.",NEGATIVE
1139,Trump,"They might be  further incriminating for Trump, but we want the truth.",NEGATIVE
1140,Trump,"Yes, I make Trump very nervous, but let me also just talk to you all about strategies.",NEGATIVE
1141,Trump,You can ruin Donald Trump`s night by caucusing for me and you can ruin Joni Ernst`s night as well.(END VIDEO CLIP),NEGATIVE
1142,Trump,Trump appointees.,NEUTRAL
1143,Trump,Trump people say they better be with Trump or we`re not supporting them.,NEUTRAL
1144,Trump,"But look what Trump -- he followed him beyond the grave, Trump.",NEUTRAL
1145,Trump," Welcome back to HARDBALL.In the wave of the -- in the wake, actually, of the bombshell reporting by ""The New York Times"" that Ambassador Bolton`s memoir confirms the Trump- Ukraine dirt-for-aid scheme, the president and his allies launched an all- out assault on, guess who, John Bolton.",NEGATIVE
1146,Trump,"President Trump led a multipronged or pincer counteroffensive, which included TV hits and Twitter taunts.",NEUTRAL
1147,Trump,"""Trump was eventually joined by his traditional allies and sycophants, who spent the past few days portraying Bolton as a lying turncoat.(BEGIN VIDEO CLIP)",NEGATIVE
1148,Trump,"Coming up, John Bolton has once again -- he was once a neo-con ally of the highest order of the Trump forces, but now that Trump sees him as a threat, Republicans are undermining Bolton and calling him a liar and a Democratic tool.",NEGATIVE
1149,Bolton,"Bolton said this, it was only to sell a book.",NEGATIVE
1150,Bolton," So, I mean, there`s a real opportunity to point out just how much Bolton is needed.",POSITIVE
1151,Bolton,But you will get 20 million watching Hunter Biden and watching John Bolton.,NEUTRAL
1152,Bolton,"And you can just see right now Bolton is two things, one, he`s annoyed as hell because of how the president is sort of coming at him.",NEGATIVE
1153,Bolton,"Nothing in the Bolton revelations, even if true, even if true, would rise to the level of abuse of power or an impeachable offense.",NEUTRAL
1154,Bolton,"Coming up, John Bolton has once again -- he was once a neo-con ally of the highest order of the Trump forces, but now that Trump sees him as a threat, Republicans are undermining Bolton and calling him a liar and a Democratic tool.",NEGATIVE
1155,Bolton,"But, B, the way to adjudicate this is to have Bolton sit down and ask him questions.",NEUTRAL
1156,Bolton,But it`s very possible that you could see John Bolton testifying.,NEUTRAL
1157,Iowa," Iowa caucuses are this next Monday evening and I`m really interested to see how this discussion today informs and influences the Iowa caucus voters, those Democratic caucus goers.",NEUTRAL
1158,Iowa," Iowa caucuses are this next Monday evening and I`m really interested to see how this discussion today informs and influences the Iowa caucus voters, the Democratic caucusgoers.",NEUTRAL
1159,Republican,"So I think the Republicans want witnesses, but they want Hunter Biden and Joe Biden.",NEUTRAL
1160,Republican,"Well, the Bolton revelations have also irritated Senate Republicans.",NEGATIVE
1161,Republican," Well, look, I think there are 10 to 12 Republicans who are in play.",NEUTRAL
1162,Republican,Senate Republicans think they`ve succeeded where Trump`s Ukraine shakedown failed in throwing mud on his potential Democratic rival.,NEGATIVE
1163,Republican,"In an interview with CBS earlier along these sides (ph) just yesterday, Republican Senator Susan Collins of Maine said she`s likely to vote for witnesses.",NEUTRAL
1164,Republican,Republican Senator Joni Ernst of Iowa gives away the game.,NEUTRAL
1165,Republican,"And a majority of Republicans, close to 60 percent of Republicans think witnesses and documents are fair.",NEUTRAL
1166,Iran,"And coming up, the political fallout in Washington from the killing of Iran`s top military commander, Republican lawmakers largely showing support for President Trump`s actions, Democrats expressing grave concerns.(BEGIN VIDEO CLIP)",NEUTRAL
1167,Iran,"Iran is going to want some sort of a reprisal for what happened to what was ultimately the second most powerful man in the country, Qasem Soleimani`s assassination.",NEUTRAL
1168,Iran, Welcome back to HARDBALL.That was President Trump just three days ago saying he wants peace with Iran.,NEUTRAL
1169,Iran,Iran wouldn`t call that terrorism.,NEUTRAL
1170,Iran,"There was a meeting today of the National Security Council in Iran and very, very unusually, Ayatollah Khamenei attended that meeting.",NEUTRAL
1171,Iran,"You have Iran in a vulnerable position with its economy crumbling, facing internal unrest.",NEGATIVE
1172,Iran,"When it came to the Obama administration, let`s recall, during the entire period that -- from the time that we were negotiating with Iran for the nuclear deal to the end, there were no attacks against Americans, because - - well, at least in part because of these negotiations.",NEUTRAL
1173,Iran,"Iran would say that`s what generals do in war, they kill their enemies.",NEUTRAL
1174,Iran,"The Trump administration has hit Iranian proxies before, but yesterday`s airstrike against the country`s top general is the first direct confrontation with Iran itself, this a dramatic escalation of tensions between the two countries.",NEGATIVE
1175,Iran," Mr. President, do you foresee going to war with Iran?",NEUTRAL
1176,Qasem Soleimani,"The main option being unleashing the Shia militias that Qasem Soleimani so successfully created throughout this region, that network of proxies that were so fiercely loyal to him and are probably still fiercely loyal to him in death.",NEUTRAL
1177,Qasem Soleimani,"And now you`re hearing President Trump talking about how successful he was and talking about Qasem Soleimani in the same breath as the Al-Qaeda leader, Abu Bakr al-Baghdadi.",NEUTRAL
1178,Qasem Soleimani,"Qasem Soleimani and these Iranian-backed Shia militia groups that operate in Iraq and throughout the region have presented a threat to U.S. and coalition and Iraqis, locals in these areas for some time.",NEGATIVE
1179,Qasem Soleimani,And Qasem Soleimani is certainly someone I thought about and worked on every single day.,NEUTRAL
1180,Qasem Soleimani,"That being said, what both the Bush administration and the Obama administration concluded was that killing Qasem Soleimani would unleash a tremendous amount of chaos and violence that could be directed to America, Americans and American interests.",NEUTRAL
1181,Qasem Soleimani, Welcome back to HARDBALL.That was Senate Minority Leader Chuck Schumer on the airstrike that killed Iranian General Qasem Soleimani.,NEUTRAL
1182,Qasem Soleimani,"He praised the intelligence actually as being rock solid, that, in fact, Qasem Soleimani was directing and planning and helping with these imminent attacks that were in more than one place.",NEUTRAL
1183,Qasem Soleimani,"And its iconic symbol increasingly has been Qasem Soleimani, the Quds Force commander and general who was killed in Baghdad last night.",NEUTRAL
1184,Qasem Soleimani,"But this is now becoming a war against all of Iran`s partners, these proxy militias that Qasem Soleimani was responsible for nurturing and knitting together into a united force, because in the last several hours, there`s been yet another American airstrike targeting a convoy containing several Shia militia leaders.",NEGATIVE
1185,Qasem Soleimani,Qasem Soleimani was an official representative of the Iranian government that led a policy to try and expand Iranian influence around the world and was very successful at it and was very popular at home.,NEUTRAL
1186,Iraq,The State Department urged Americans to leave Iraq immediately.,NEUTRAL
1187,Iraq,They were Iraqis.,NEUTRAL
1188,Iraq,Tensions between the United States and Iraq have been building during the three years of Donald Trump`s presidency.,NEUTRAL
1189,Americans,"It is something that is putting a lot of Americans at risk abroad, and we need to make sure that we have the right strategy and right approach at every single level.",NEGATIVE
1190,Americans,"But one thing I just want to say, while we`re talking about these authorizations, we have to continue to recognize there are Americans in harm`s way tonight, and that this is something that cannot wait.",NEUTRAL
1191,Americans,The State Department urged Americans to leave Iraq immediately.,NEUTRAL
1192,Americans,"When it came to the Obama administration, let`s recall, during the entire period that -- from the time that we were negotiating with Iran for the nuclear deal to the end, there were no attacks against Americans, because - - well, at least in part because of these negotiations.",NEUTRAL
1193,Americans,"If Americans anywhere are threatened, we have all of those targets already fully identified, and I am ready and prepared to take whatever action is necessary, and that in particular refers to Iran.(END VIDEO CLIP)",NEUTRAL
1194,Trump,"I know you don`t like the posture that the Trump administration decided to take on Iran, certainly when it came to the nuclear deal, all of the tensions that had been building.",NEGATIVE
1195,Trump,All of that started because of President Trump`s decision to exit the nuclear deal and to put maximum pressure to try to suffocate Iran.,NEGATIVE
1196,Trump,"I really appreciate President Trump letting the world know you cannot kill an American without impunity, we will stand up for our people, and that is an absolutely essential message.(END VIDEO CLIP)",POSITIVE
1197,Trump,President Trump in a statement this afternoon from his vacation home in Florida defended the strike.(BEGIN VIDEO CLIP),NEUTRAL
1198,Trump,"The Trump administration has hit Iranian proxies before, but yesterday`s airstrike against the country`s top general is the first direct confrontation with Iran itself, this a dramatic escalation of tensions between the two countries.",NEUTRAL
1199,Senate,"Well, the text of this resolution that the Senate body will vote on now is now out",NEUTRAL
1200,Senate," I further ask unanimous consent that, when the Senate resumed legislative session on Monday, February 3, Tuesday, February 4, and Wednesday, February 5, the Senate be in a period of morning business, with senators permitted to speak for up to 10 minutes each for debate only.",NEUTRAL
1201,Senate,"I saw that someone had gone into Wikipedia and they had amended the entry for the Senate and they said, the Senate died today.",NEGATIVE
1202,Senate,"The Senate, the people who are after all responsible for writing the law in this country, defied it, held a trial in blatant ignorance, as you said, hear no evil and blatant ignorance of the facts.",NEGATIVE
1203,Senate,"At the conclusion of the final arguments by the House and the President, the Court of Impeachment shall stand adjourned until 4 p.m. on Wednesday February 5, 2020 at which time Senate, without intervening action or debate, shall vote on the articles of impeachment.",NEUTRAL
1204,Republicans,"I wonder if that will look like the vote we saw earlier today, where Susan Collins, Republican of Maine, and Mitt Romney, Republican of Utah, broke ranks with the Republicans and joined the Democrats and independents seeking that testimony.",NEGATIVE
1205,Republicans,"And all of the sudden, Trump came down on him and North Carolina Republicans came down on him.",NEGATIVE
1206,Republicans,The Republicans were going to cheer him.,NEUTRAL
1207,Republicans,But this is really an agreement that Republicans themselves had to forge.,NEUTRAL
1208,Republicans,"Republicans have made a political decision, not a constitutional law and order decision.",NEGATIVE
1209,Republicans,"And apparently there was no taste on the Republican side for that, because the Republicans held together and voted 53-47 to defeat that.",NEUTRAL
1210,Republicans,"Chris, Republicans want to hide the ball on this because it is damning for the president.",NEGATIVE
1211,Republicans," So, even to get two votes from the Republicans side, you have to have a book with a major publishing house ready to go with a pub date two-",NEUTRAL
1212,Republicans,"So, they are saying, we want 53 Republicans to have the nerve to vote against subpoenaing this guy for five -- within five days, no big delay.",NEGATIVE
1213,Republicans," ... that the Republicans went, wait a minute, OK, game over.",NEUTRAL
1214,Republicans,And that was the one we were watching so carefully and wondering whether enough Republicans would defect to the Democratic side to open up that door.,NEUTRAL
1215,Bolton," Well, it explains Bolton`s behavior.",NEUTRAL
1216,Bolton," OK.So, the third resolution is coming out, the amendment which calls for not just Bolton, but also for a day of deposition of Bolton and a day of live testimony by Bolton.",NEUTRAL
1217,Bolton,"I think, in addition to what news comes out -- and it may be from Parnas, may be from Bolton -- does Bolton do an interview?",NEUTRAL
1218,Bolton,"We have John Bolton, not to mention the president himself, or Rudy Giuliani, but, in this case, certainly, John Bolton should be a moment that -- where people say, hey, wait a minute.",NEUTRAL
1219,Schumer," Senator from New York, Mr. Schumer, proposes an Amendment Number 1295.",NEUTRAL
1220,Schumer,"Schumer had enough procedural moves to make this go on for four or five days, and it would have been messy.",NEUTRAL
1221,Schumer," Mr. Schumer, no.",NEUTRAL
1222,Schumer," Mr. Schumer, no.",NEUTRAL
1223,Schumer," Mr. Schumer, no.",NEUTRAL
1224,Schumer,Here is Schumer.(BEGIN VIDEO CLIP),NEUTRAL
1225,Schumer," The senator from New York Mr. Schumer proposes an amendment, Number 1297.",NEUTRAL
1226,Schumer,"Senate Minority Leader, Democratic Leader Chuck Schumer called tonight`s vote to deny senators` witnesses a grand tragedy.",NEGATIVE
1227,Schumer,"Once that plan was set, they said to Schumer, here, you go offer your four political votes that you can make your ads on.",NEUTRAL
1228,That`s, That`s exactly right.,POSITIVE
1229,That`s,That`s one way that history is not repeating itself remotely nowadays.,NEUTRAL
1230,That`s, That`s exactly right.,POSITIVE
1231,That`s, That`s a very hard thing.,NEUTRAL
1232,That`s, That`s it.,NEUTRAL
1233,That`s,That`s happened before.,NEUTRAL
1234,Trump," And, you know, Donald Trump is the first to say he`s a disrupter.",NEUTRAL
1235,Mitch McConnell,"I doubt very much that Mitch McConnell wants to turn over the - basically what could happen in this trial to chief justice, so he will retain control.",NEUTRAL
1236,Kobe,And Kobe Bryant was one of the best.,POSITIVE
1237,Kobe, So reflecting on what you just said about Kobe being mid arc.,NEUTRAL
1238,Kobe,"We just heard from the county sheriff that there are nine, and NBC News being able to confirm according to reporting that the five names that are part of that nine, Kobe Bryant, his daughter, Gianna, 13, one of Gianna`s teammates, a parent and a pilot.",NEUTRAL
1239,Kobe,"And it`s almost -- you are almost incapable of describing it, but Kobe had that kind of impact on our culture.",POSITIVE
1240,Kobe,I just remember a lot of things about Kobe.,NEUTRAL
1241,Kobe,"And in his statement, he says, the NBA family is devastated by the tragic passing of Kobe Bryant and his daughter, Gianna, for 20 reasons, Kobe showed us what is possible when remarkable talent blends with an absolute devotion to winning.",POSITIVE
1242,Kobe,"And then I said, let me check in on the Kobe one.  ",NEUTRAL
1243,Kobe, How did you and Kobe get along --,NEUTRAL
1244,Kobe,"The Kobe Bryant as I was saying earlier in the last hour was 18, was certainly different than the Kobe Bryant that was 41 that tragically died today.",NEUTRAL
1245,Kobe,But what`s very focused here is that Kobe believed his daughter could become him.,POSITIVE
1246,Kobe,"When we look at Kobe Bryant and his relationship, I was just looking at some of the responses here.",NEUTRAL
1247,Kobe Bryant,"We expect that any moment right now where we get the very latest details on the death of Kobe Bryant, the crash of his helicopter in Southern California, what we believe it to be, and how it happened.",NEUTRAL
1248,Kobe Bryant,"And as we look at the details coming in right now, what are you learning about the passing of Kobe Bryant and the details around it?",NEUTRAL
1249,Kobe Bryant,"And there you can see on the big screen, in Loving Memory of Kobe Bryant.",NEUTRAL
1250,Kobe Bryant,How -- it`s not just the fame of Kobe Bryant that that father talked about and resonated with his kids it`s how meaningful he was.,POSITIVE
1251,Kobe Bryant,"And everyone whoever said, I wasn`t a fan of Kobe Bryant, is absolutely devastated because they know what he meant for the game.",POSITIVE
1252,Kobe Bryant,"And, you know, we`re having this entire conversation about Kobe Bryant transcending the NBA and how the NBA itself is a sports league that has now become arguably America`s league.",POSITIVE
1253,Kobe Bryant,"And when you think of the 20 years, and you think of, as we watch those players come off the plane and head to the bus or whatever was going to transport them, some of them literally grew up wanting to be Kobe Bryant.",POSITIVE
1254,Kobe Bryant,"Kavitha, we are confirming at NBC News and MSNBC , Kobe Bryant, his 13-year-old daughter, Gianna Bryant, one of her teammates, the parent and the pilot are the five that died in this helicopter crash.",NEUTRAL
1255,Kobe Bryant,"We just heard from the county sheriff that there are nine, and NBC News being able to confirm according to reporting that the five names that are part of that nine, Kobe Bryant, his daughter, Gianna, 13, one of Gianna`s teammates, a parent and a pilot.",NEUTRAL
1256,Kobe Bryant,"Michael Jordan, in a statement on the passing of Kobe Bryant.",NEUTRAL
1257,Kobe Bryant,"And I think that that is one of the real messages of Kobe Bryant`s rise is he would -- when you hear Metta say he`d been in the office every day, he - - I mean, people were talking he was legendary.",POSITIVE
1258,NBA,He was the number one villain in the NBA for many years.,NEGATIVE
1259,NBA,"And I think if you looked at that guy when he was 19 years old, 20 years old in the NBA and feeling that he had to outwork everyone, that was exactly the case in his last season in the NBA and in his professional life as well.",NEUTRAL
1260,NBA,The NBA is a sport where you can see the players.,NEUTRAL
1261,NBA,"And, you know, we`re having this entire conversation about Kobe Bryant transcending the NBA and how the NBA itself is a sports league that has now become arguably America`s league.",POSITIVE
1262,NBA,This is the NBA Lakers coming back from Philadelphia.,NEUTRAL
1263,NBA,"And, of course, when you`re a young male in the NBA, you`re surrounded by that as your milieu, but as you grow up and as you mature.",NEUTRAL
1264,Gianna,"And you bring up Gianna, Gigi, as her nickname was.",NEUTRAL
1265,Gianna," I`m just getting in a statement from Duke`s basketball coach on the passing of Kobe and Gianna Bryant, Coach K, and the relationship they have, very well known.",NEUTRAL
1266,Gianna,"He wanted the world to know, Gianna says she got this, which was his approval by him saying that.",POSITIVE
1267,Senate," Are you satisfied Madam Speaker, that there will be a fair trial in the Senate?",NEUTRAL
1268,Senate,"The minority in the Senate has the power of two words, I object.",NEUTRAL
1269,Senate," So, that in normal Senate business that I object is important.",NEUTRAL
1270,Senate,"Going around in the Senate, they say no one escalates more or quicker than Donald Trump.",NEUTRAL
1271,Senate,And even if he does a ruling the majority of the Senate could overrule?,NEUTRAL
1272,Senate,The Senate majority or Donald Trump?,NEUTRAL
1273,Senate,"As we said at the top of the show the wait for Speaker Pelosi to send the impeachment articles appears to be over which means, the focus is about to turn to the Senate`s impeachment trial.",NEUTRAL
1274,Senate,"I mean, it is a sober, joyless moment to go into that sort of jury perspective for the Senate and you`re at your desk.",NEUTRAL
1275,McConnell,"So, once McConnell pointed to the Clinton precedent and said we have this first vote just to establish the opening arguments and then we will have a second vote on calling for witnesses.",NEUTRAL
1276,McConnell, It is absolute power on the part of McConnell providing he has 51 people that will follow him.,NEUTRAL
1277,McConnell,", I`ve always thought that there`s -- when you try to figure out what would McConnell do with witnesses and some people say, what`s his priority?",NEUTRAL
1278,McConnell,Do we have a sense of how much to the letter of the rules is McConnell going to be?,NEUTRAL
1279,McConnell," Matthew, you wrote today saying McConnell got the best of Pelosi basically.",POSITIVE
1280,McConnell,Pelosi and McConnell might be the two best leaders that either party could have.,POSITIVE
1281,McConnell," I don`t know whether there`s a circumstance when you can stand up and offer a motion, but motions are available and you know, interestingly enough it may well be a circumstance if Senator McConnell had the votes, he would want to try for a dismissal",NEUTRAL
1282,McConnell, McConnell has done what -- look.,NEUTRAL
1283,McConnell,Isn`t it possible though that whatever - that McConnell probably thought he could have really short circuited this trial and that she did sort of at least force him to -- he can`t in the words of Pat Toomey just put a bullet in this thing the second it comes over.,NEGATIVE
1284,Democrats,Democrats are on the losing side and went on to substantive argument.,NEGATIVE
1285,Democrats,Publicly the Democrats I have talked to have said that Nancy Pelosi`s public pressure campaign worked.,NEUTRAL
1286,Democrats," So, it was today when you had cracks emerging among Democrats.",NEGATIVE
1287,Democrats,"Whose Democrats including Dianne Feinstein who said, if Democrats believe that impeachment is urgent and serious, they should transmit  these articles of impeachment without delay.",NEUTRAL
1288,Democrats,"And we should say that when Mitch McConnell talks about how this is going to run parallel to the Clinton proceedings, Democrats take issue with that, because they say this is not at all a carbon copy because as you know during the Clinton process all of the witnesses were already on the record before the trial in the Senate even started.",NEUTRAL
1289,Democrats,"and I think hearing that from Pelosi`s standpoint, from House Democrats, they were like, well, who`s going to protect our work product?",NEUTRAL
1290,Democrats,"We saw half a dozen or more Democrats start to waiver, get pulled back into the tent.",NEGATIVE
1291,Democrats,"That this three-week standoff allowed for more evidence, new revelations to come forward that Democrats say proved their theory of the case that point two President Trump being culpable of the great many things that Democrats have alleged in his Ukraine dealings.",NEUTRAL
1292,Democrats,Privately Democrats say that the usefulness of Nancy Pelosi`s strategy had really outlived itself.,NEGATIVE
1293,Clinton,"Now, it`s true that we had a few witnesses in the Clinton impeachment, but they`d already been long deposed, we heard nothing from them.",NEUTRAL
1294,Senate,"And under Senate rules already, that committee could receive new evidence, hear testimony from live witnesses, and then simply report its findings back to the full Senate.",NEUTRAL
1295,Senate,Rule 11 of the Senate rules on impeachment allows for the venue to be transferred to a committee of the Senate.,NEUTRAL
1296,Senate,"And in our case in 1999, the Senate said no live witnesses, and they never allowed any live witnesses.",NEUTRAL
1297,Senate, Should the Senate consider new evidence as part of the impeachment trial?,NEUTRAL
1298,Parnas,Parnas representing himself as working with the president.,NEUTRAL
1299,Parnas,And what Lev Parnas` revelations could mean for the impeachment trial.,NEUTRAL
1300,Parnas,"There are a number of documents, we just said it, that the House has that backup or potentially will back up what Parnas is saying.",NEUTRAL
1301,Parnas,"Lev Parnas, the former associate of Rudy Giuliani is talking publicly for the first time, speaking to my colleague, Rachel Maddow, despite facing felony charges in the Southern District of New York for allegedly breaking campaign finance laws.",NEUTRAL
1302,Parnas, Parnas` public comments come as the House Intelligence Committee has released hundreds of pages of documents turned over by Parnas` lawyer.,NEUTRAL
1303,Parnas,He wants to see more of the Parnas documents and he thinks that what Parnas has said so far in these interviews really just strengthens the case for the four witnesses who they already have.,POSITIVE
1304,Parnas,"We have seen a fraction of the evidence that Lev Parnas has, federal prosecutors have.",NEUTRAL
1305,Parnas,"And part of that is that as Parnas admitted, he would get paid $200,000.",NEUTRAL
1306,House,"The president`s attorneys and House impeachment managers have the next four days to prep their cases, which will be presented starting next week.determined.",NEUTRAL
1307,House," I mean, their ostensible reason is that they are not allowed to consider anything that the House hasn`t considered.",NEUTRAL
1308,House,"Look back at the House, the vote in the House of Representatives where there were moderates.",NEUTRAL
1309,House,We are about to go into a trial where the House managers will make their case.,NEUTRAL
1310,Democrats,And Democrats have sacrificed the control of this procedure to Republicans who are disinclined to litigate it.,NEGATIVE
1311,Democrats,"So there`s really very little room to maneuver, which is why I think the Democrats are so interested in trying to get new evidence and witnesses because they realize that without that, things are going to remain pretty much as is and the president will be acquitted.",NEUTRAL
1312,Democrats,Is it just too down the line with what the Democrats had been saying.,NEUTRAL
1313,Democrats,Not the House Democrats and not the Republicans.,NEUTRAL
1314,Democrats,"I think that, you know, it is going to be really important for progressives to come together but for Democrats to come together after a really contentious campaign season if we are all united behind the idea that we have to defeat Donald Trump.",NEUTRAL
1315,Democrats,"Democrats, I think feel much more strongly about this GAO report which shows that the administration broke the law in withholding this money by violating this impoundment act.",NEUTRAL
1316,Democrats," And ahead, the tense moment where Elizabeth Warren accused Bernie Sanders of calling her a liar, and how progressive Democrats are responding.(BEGIN VIDEO CLIP)",NEUTRAL
1317,Democrats,"Democrats said you`re doing that but you`re not doing this, you`re not doing enough.",NEGATIVE
1318,Democrats,That`s counter-acting any part of the narrative that the Democrats have been saying thus far.,NEGATIVE
1319,Republicans,"We keep talking about are there Republicans in the Senate who might join with Democrats, vote for witnesses, might join with Democrats --",NEUTRAL
