,Transcript,Topic,Sentiment,Program,avg_sentiment
339,891,Trump,"[0, 0, 0, -1, -1, -1, 0, -1, 0, 1, -1, 0, 0, 1, -1, -1, -1]",Fox News Network THE FIVE,-0.35294117647058826
340,891,Apple,"[-1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.21052631578947367
341,891,Bernie,"[-1, -1, -1, 0, 1, -1, -1, 0, 0, 0, -1, -1, 0, 0, 1, -1, -1, -1]",Fox News Network THE FIVE,-0.4444444444444444
342,891,Dana,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,0.0
343,891,Juan,"[0, 0, 1, 0, 1, 0, 0, 0, 0]",Fox News Network THE FIVE,0.2222222222222222
344,892,Iran,"[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.7142857142857143
345,892,Senate,"[0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.21052631578947367
346,892,Trump,"[0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 0, 0, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.3333333333333333
347,892,Republicans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.07692307692307693
348,892,Bret,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.08333333333333333
349,893,House,"[-1, 0, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.6842105263157895
350,893,Senate,"[-1, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1]",Fox News Network FOX HANNITY,-0.4
351,893,Democrats,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0]",Fox News Network FOX HANNITY,-0.75
352,893,Sean,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX HANNITY,0.1875
353,893,Joe,"[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.75
354,894,Senate,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.058823529411764705
355,894,House,"[-1, 0, -1, 0, 0, -1, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.4444444444444444
356,894,Matthew Whitaker,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
357,894,Republicans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.07692307692307693
358,895,Trump,"[0, -1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.05555555555555555
359,895,Shannon,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.2777777777777778
360,895,Senate,"[0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.05555555555555555
361,895,Democrats,"[1, 0, -1, 0, 0, 1, -1, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.08333333333333333
362,921,Trump,"[0, 0, 0, 0, 0, -1]",Fox News Network LIVE EVENT,-0.16666666666666666
363,921,Georgia,"[1, 0, 1]",Fox News Network LIVE EVENT,0.6666666666666666
364,923,Boeing,"[0, 0, 1]",Fox News Network LIVE EVENT,0.3333333333333333
365,923,Iran,"[0, 0, 0, -1, -1]",Fox News Network LIVE EVENT,-0.4
366,986,Iran,"[0, -1, 0, 0, 0, -1, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5555555555555556
367,986,Iraq,"[0, -1, -1, 0, 0, -1, -1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
368,986,Democratic,"[0, 0, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.4
369,986,Democrats,"[0, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.4
370,986,Soleimani,"[1, 0, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
371,1058,Mike,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",Fox News Network LIVE EVENT,0.5
372,1058,Iowa,"[0, -1, -1, -1, 0]",Fox News Network LIVE EVENT,-0.6
373,1058,Trump,"[-1, 0, 1, -1, 0, -1]",Fox News Network LIVE EVENT,-0.3333333333333333
374,1058,Mike Bloomberg,"[1, 1, 0, 1, 0, 1]",Fox News Network LIVE EVENT,0.6666666666666666
375,1058,Kevin,"[0, 0, 0, 1, 1]",Fox News Network LIVE EVENT,0.4
376,1083,Las Vegas,"[0, 0, -1, 1]",Fox News Network LIVE EVENT,0.0
377,1090,House,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.3076923076923077
378,1090,Adam Schiff,"[0, 0, 0, -1, -1, 0, 0, 0, -1, 0, -1, 0, -1, -1, -1, 0, 0, 0, -1]",Fox News Network SUNDAY MORNING FUTURES,-0.42105263157894735
379,1090,Trump,"[-1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0, -1, -1, 0, 1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.35294117647058826
380,1090,Senate,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.23076923076923078
381,1090,Ukraine,"[0, 0, -1, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.45454545454545453
382,1098,Senate,"[0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.3333333333333333
383,1099,Biden,"[1, 1, 1, 0, 1, 1, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.4444444444444444
384,1099,Iowa,"[0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
385,1099,Bernie Sanders,"[0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
386,1102,Senate,"[0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
387,1102,Nancy Pelosi,"[0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.75
388,1102,House,"[-1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.25
389,1102,Republican,"[0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
390,1107,Iran,"[-1, 0, 0, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, 0, -1, 0, 0, -1]",Fox News Network FOX HANNITY,-0.5555555555555556
391,1107,Trump,"[1, 0, -1, 0, -1, -1, -1, 0, -1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.15789473684210525
392,1107,Sean,"[0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX HANNITY,0.058823529411764705
393,1107,Senate,"[0, 0, -1, 0, 1, 0, 0, 1, 0, 0, -1]",Fox News Network FOX HANNITY,0.0
394,1107,Democrats,"[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.9090909090909091
395,1116,Democrats,"[-1, 0, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.6
396,1116,House,"[-1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.6666666666666666
397,1123,House,"[-1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, 0, -1, -1, -1]",Fox News Network SUNDAY MORNING FUTURES,-0.75
398,1123,Democrats,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, 0, -1]",Fox News Network SUNDAY MORNING FUTURES,-0.7647058823529411
399,1123,Senate,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",Fox News Network SUNDAY MORNING FUTURES,0.2631578947368421
400,1123,Trump,"[0, 0, -1, 0, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 1, -1, -1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.21052631578947367
401,1123,Hunter Biden,"[-1, -1, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.5714285714285714
402,1174,Soleimani,"[-1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
403,1174,Neil,"[1, 0, 0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.4
404,1174,Iranians,"[-1, 0, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.75
405,1174,Americans,"[-1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-1.0
406,1174,American,"[0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
407,1223,House,"[0, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.25
408,1223,Senate,"[0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
409,1223,Republican,"[0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.25
410,1227,Iran,"[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.8666666666666667
411,1227,Iraq,"[0, 0, 0, -1, 0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5
412,1227,Soleimani,"[-1, -1, 0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.8333333333333334
413,1227,U.S.,"[0, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.2
414,1227,Congress,"[0, 0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.25
415,1228,John Bolton,"[0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
416,1228,Republican,"[0, 0, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5
417,1254,Iranian,"[1, 1, 0, 1, 0, 0]",Fox News Network LIVE EVENT,0.5
418,1254,Americans,"[1, 1, -1, -1, -1]",Fox News Network LIVE EVENT,-0.2
419,1254,Stephanie,"[0, 0, 1]",Fox News Network LIVE EVENT,0.3333333333333333
420,1254,Democrats,"[0, -1, -1, -1]",Fox News Network LIVE EVENT,-0.75
421,1254,White House,"[0, -1, 0]",Fox News Network LIVE EVENT,-0.3333333333333333
422,1279,Senate,"[0, -1, -1, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.25
423,1279,Iran,"[0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.3157894736842105
424,1279,Trump,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, -1]",Fox News Network SUNDAY MORNING FUTURES,-0.05555555555555555
425,1279,House,"[0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.0625
426,1286,Iran,"[-1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, 0, -1, -1]",Fox News Network SUNDAY MORNING FUTURES,-0.5789473684210527
427,1286,Trump,"[1, 0, 0, -1, 1, 0, -1, 0, 0, 1, 0, 1, -1, 1, 0, 1, 1, 1, 1]",Fox News Network SUNDAY MORNING FUTURES,0.3157894736842105
428,1286,China,"[0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Fox News Network SUNDAY MORNING FUTURES,-0.1111111111111111
429,1286,Senate,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network SUNDAY MORNING FUTURES,0.07692307692307693
430,1286,Maria,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",Fox News Network SUNDAY MORNING FUTURES,0.2
431,1294,Iran,"[-1, -1, -1, 0, 0, -1, 0, -1, -1, 0, 0, -1, -1, 0, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS SUNDAY,-0.5263157894736842
432,1294,Trump,"[-1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, -1]",Fox News Network FOX NEWS SUNDAY,-0.23529411764705882
433,1294,Congress,"[0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1]",Fox News Network FOX NEWS SUNDAY,-0.2631578947368421
434,1294,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",Fox News Network FOX NEWS SUNDAY,-0.0625
435,1294,Iranian,"[-1, 0, -1, -1, 1, 0, 1, 0, -1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1]",Fox News Network FOX NEWS SUNDAY,-0.47368421052631576
436,1295,Charles,"[0, 0, 0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.2
437,1295,Peter,"[0, 1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.5
438,1295,I`m,"[1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.6666666666666666
439,1300,Huawei,"[0, 0, -1, 0]",Fox News Network LIVE EVENT,-0.25
440,1300,Ross,"[0, 1, 0]",Fox News Network LIVE EVENT,0.3333333333333333
441,1300,Hyundai,"[0, 0, 0]",Fox News Network LIVE EVENT,0.0
442,1308,U.S.,"[0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network FOX HANNITY,-0.15789473684210525
443,1308,Iraq,"[0, -1, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, -1, 0]",Fox News Network FOX HANNITY,-0.3684210526315789
444,1309,Trump,"[-1, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.2222222222222222
445,1309,U.S.,"[0, -1, 0, -1, -1, -1, 0, 1, -1, -1, 0, -1, 1, -1, -1, 0, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.42105263157894735
446,1309,Iraq,"[0, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.631578947368421
447,1310,Iran,"[0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.3333333333333333
448,1310,Iraq,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.05263157894736842
449,1310,American,"[-1, 0, 0, -1, 0, 0, -1, 0, 1, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.45
450,1310,U.S.,"[-1, -1, -1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.5263157894736842
451,1310,Iranian,"[-1, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.4375
452,1311,Iran,"[-1, 0, -1, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.3684210526315789
453,1311,U.S.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15789473684210525
454,1311,Iraq,"[0, 0, -1, -1, 0, -1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6666666666666666
455,1311,American,"[0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.16666666666666666
456,1311,Iranian,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.05
457,1312,Iran,"[0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.3125
458,1312,Trump,"[1, -1, 0, -1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, -1, 1, 1]",Fox News Network INGRAHAM ANGLE,-0.058823529411764705
459,1313,Iran,"[0, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.7222222222222222
460,1313,U.S.,"[-1, -1, 0, -1, 1, -1, -1, 0, -1, -1, -1, 0, -1, 0, 0, -1, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.55
461,1313,Iraq,"[0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.65
462,1313,Trump,"[0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 0, -1, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2777777777777778
463,1313,Iranian,"[0, 0, 0, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5789473684210527
464,1314,Iranian,"[-1, 0, 1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.75
465,1314,Iran,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.9444444444444444
466,1314,Iraq,"[0, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1]",Fox News Network FOX HANNITY,-0.5
467,1314,Soleimani,"[0, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0]",Fox News Network FOX HANNITY,-0.5
468,1319,Trump,"[-1, 0, 0, -1, 0, -1, -1, 0, -1, -1, 0, 1, -1, 0, -1, 0]",Fox News Network THE FIVE,-0.4375
469,1319,Iran,"[-1, -1, -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.6470588235294118
470,1319,Soleimani,"[-1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0]",Fox News Network THE FIVE,-0.4166666666666667
471,1319,Democrats,"[-1, -1, 1, -1, -1, 0, -1, -1, 0]",Fox News Network THE FIVE,-0.5555555555555556
472,1319,Senate,"[0, -1, -1, 0, 0, -1]",Fox News Network THE FIVE,-0.5
473,1401,Iran,"[-1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0]",Fox News Network WATTERS WORLD,-0.7368421052631579
474,1401,Trump,"[-1, -1, 1, -1, -1, 0, -1, 0, 0, -1, 0, 0, 0, -1, 1, 0, -1, -1, 0]",Fox News Network WATTERS WORLD,-0.3684210526315789
475,1401,Iraq,"[0, 0, -1, -1, -1, -1, -1, -1]",Fox News Network WATTERS WORLD,-0.75
476,1401,Iranian,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]",Fox News Network WATTERS WORLD,-0.8333333333333334
477,1409,Iran,"[1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.7
478,1409,Trump,"[0, -1, 0, 0, 0, 0, -1, -1, 1, 0, 1, -1, 0, -1, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.2222222222222222
479,1409,American,"[-1, 0, -1, 0, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.5789473684210527
480,1409,Democrats,"[-1, -1, -1, -1, -1, 0, 0, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.7058823529411765
481,1409,Laura,"[0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,0.0
482,1426,America,"[1, -1, 0, -1, -1, 0, 0, 0, -1, -1, 1]",Fox News Network TUCKER CARLSON TONIGHT,-0.2727272727272727
483,1426,Goldman Sachs,"[0, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.6111111111111112
484,1426,Adam Schiff,"[-1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.4666666666666667
485,1426,Tucker,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.0
486,1426,Ukraine,"[0, -1, -1, 0, -1, -1, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.4444444444444444
487,1445,Trump,"[-1, 0, 0, 1, 0, 0, 0, -1, -1, -1, 1, -1, 1, 0, -1, -1, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.2631578947368421
488,1445,Senate,"[-1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 1, -1, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.17647058823529413
489,1445,Democrats,"[-1, -1, 0, 0, -1, -1, -1, -1, 1, -1, -1, -1, 0, 1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.4666666666666667
490,1445,Donald Trump,"[0, -1, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.0
491,1445,Tucker,"[0, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.2222222222222222
492,1482,Trump,"[-1, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.0
493,1482,Bernie,"[-1, 0, 0, -1, 0, -1, 1, 0, -1, -1, -1, 0, 0, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.4375
494,1482,American,"[-1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.18181818181818182
495,1482,Mark,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.2727272727272727
496,1482,Elizabeth Warren,"[-1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.5454545454545454
497,1525,Trump,"[-1, -1, 0, -1, 0, -1, 0, 0, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1]",Fox News Network MEDIA BUZZ,-0.5
498,1525,CNN,"[-1, -1, -1, 1, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, -1]",Fox News Network MEDIA BUZZ,-0.6666666666666666
499,1525,Parnas,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, 0, 0]",Fox News Network MEDIA BUZZ,-0.3333333333333333
500,1525,Lev Parnas,"[-1, -1, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network MEDIA BUZZ,-0.5
501,1525,Warren,"[0, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1, -1]",Fox News Network MEDIA BUZZ,-0.5
502,1530,Trump,"[-1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 0, 0, -1, 0, 1, 1, -1]",Fox News Network THE GREG GUTFELD SHOW,-0.10526315789473684
503,1530,Iran,"[-1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,-0.4166666666666667
504,1530,Pete,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,-0.1
505,1531,Iran,"[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.8125
506,1531,U.S.,"[-1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.10526315789473684
507,1531,Trump,"[0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.07142857142857142
508,1531,Democrats,"[-1, 0, -1, 0, 1, -1, 0, 0, 0, -1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.46153846153846156
509,1531,Senate,"[0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.14285714285714285
510,1536,Republicans,"[-1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.2727272727272727
511,1536,Congress,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.13333333333333333
512,1536,Ohio,"[0, 0, 0, 0, 0, 0, -1, 1, -1, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
