,subject,sentence,output
693,Democrats,"You have what appears to be this coordinated effort between media Democrats and some people in the bureaucracy to keep people from having any discussion about Ukrainian meddling, much less a thorough investigation.",NEGATIVE
694,Democrats,"Congressman, did Democrats really believe that these types of assertions - I'll just focus on one for a moment.",NEUTRAL
695,Democrats,Even Democrats should be alarmed by the stupidity of these arguments.,NEGATIVE
696,Democrats,"These Democrats, they know how this will end.",NEUTRAL
697,Democrats,"Because McConnell agreed to three days, so the Democrats have had most of this week just to make their case, is it really right or fair to have the White House Counsel argue on a Saturday when few people are watching TV?",NEUTRAL
698,Democrats,Here's what's hurting the Democrats badly.,NEGATIVE
699,Democrats, Democrats contend that Republicans are ignoring the evidence presented by the Democratic managers.,NEUTRAL
700,Democrats,"He spent a lot of the time saying the Democrats, this is just a game they are playing.",NEGATIVE
701,Ukrainian,Do they know why Ken Vogel decided not to publish that story after all; did he follow up with any other correspondence explaining why he didn't write the story or perhaps with other questions?What was the State Department's focus in that January 2016 meeting with all of those Ukrainian officials?,NEUTRAL
702,Ukrainian,"But the Ukrainian officials were brought into the White House, checked in by the person many think is the whistleblower.",NEUTRAL
703,Ukrainian,And there were Ukrainian officials that were writing op-eds about how unpalatable Trump would be if he were elected.,NEGATIVE
704,Trump,And Donald Trump asked for their help.,NEUTRAL
705,Trump," And while the Democrats will spend 24 hours going after Trump, Adam Schiff revealed what impeachment is really all about.(BEGIN VIDEO CLIP)",NEUTRAL
706,Trump,"And Trump then responds and says, hey, I've got to get this guy.(CROSSTALK)",NEUTRAL
707,Trump,"Trump was entirely corrected everything he said, taking down the prophets of doom.",POSITIVE
708,Trump,Trump didn't pander to the right.,NEUTRAL
709,Trump,And then Donald Trump can come in and he can't ask a damn thing about this guy's son being involved in all these corrupt countries.,NEGATIVE
710,Trump,President Trump takes on climate change activists.,NEUTRAL
711,Trump,"OK, so Donald Trump comes in and asks the Ukrainians to investigate Hunter Biden, his corrupt company, and the role his father played in getting the prosecutor fired.",NEGATIVE
712,Trump,This is basically so far a three day campaign ad against Trump.,NEGATIVE
713,Trump,"And even in the phone calls, Trump never mentions corruption.",NEGATIVE
714,Trump,And the argument has been that it's only President Trump.,NEUTRAL
715,Democrats,I think the Democrats are counting on that.,NEUTRAL
716,Democrats,"Democrats claim they have a slamdunk, homerun case.",POSITIVE
717,Democrats,So we have seen this before with the media and the Democrats.,NEUTRAL
718,Democrats,Chuck Schumer and the Democrats have no leg to stand on when it comes to this.,NEGATIVE
719,Democrats,This comes as Democrats continue to ramp up the pressure on getting more witnesses to  testify.,NEUTRAL
720,Democrats,"And now, at this point, Democrats have a long history of throwing due process out the window, whether it's Brett Kavanaugh, President Trump on impeachment.",NEGATIVE
721,Democrats," And while the Democrats will spend 24 hours going after Trump, Adam Schiff revealed what impeachment is really all about.(BEGIN VIDEO CLIP)",NEGATIVE
722,Democrats,"But I noticed that you know, in the way that Democrats go after senators who are -- Republican senators who are sleeping, nodding off, or whatever, right, so now you get there -- everybody is picking on -- this is like distraction, distraction, distraction.",NEGATIVE
723,Democrats,What if Hillary Clinton had become president and then we had found out she'd paid for this dossier overseas to dirty up her political opponent?Would the Democrats have wanted to impeach her for paying for foreign election interference?,NEGATIVE
724,Democrats," The Democrats are even siding Jonathan Turley, one of the defending lawyers for the president, in saying you don't have to have a specific crime to be guilty of abuse of power.(CROSSTALK)",NEUTRAL
725,Democrats,"I just think that the Democrats that they're already sending mixed signals about witnesses, because they're like we want these witnesses, not these witnesses.",NEGATIVE
726,Adam Schiff,"That's the way he's -- so what you heard from Adam Schiff yesterday was literally saying, you know, we have to be aware.",NEUTRAL
727,Adam Schiff,"And it would be -- this would be a great time for the news to actually do the fact-checking, to say Adam Schiff is saying this because -- the reason why people say Adam Schiff sucks and Adam Schiff did a great job is because Adam Schiff is presenting opinions.",NEUTRAL
728,Adam Schiff,"Adam Schiff and all of the other impeachment managers from the House on the Democrats have had the luxury this week to talk for hours on end without being contested by anyone, without being questioned like we see in regular Senate hearings.",NEUTRAL
729,Adam Schiff,"Adam Schiff, at the beginning of the House Intel Committee Hearing, made up a whole phone conversation and has paid the price for it ever since.",NEGATIVE
730,Adam Schiff," And while the Democrats will spend 24 hours going after Trump, Adam Schiff revealed what impeachment is really all about.(BEGIN VIDEO CLIP)",NEUTRAL
731,Adam Schiff,Adam Schiff is like a human sleeping pill.,NEGATIVE
732,Adam Schiff,Adam Schiff and his cohorts there have continued to use this phrase that the president was trying to cheat in an election.,NEGATIVE
733,Adam Schiff,It's Adam Schiff and the House managers that are trying to perpetrate this lie on the American people.(END VIDEO CLIP),NEGATIVE
734,Adam Schiff,"But so far, Adam Schiff and his friends have not been able to move the needle.",NEGATIVE
735,Juan,"What's it like to be so wrong, Juan, so wrong on everything?",NEGATIVE
736,Juan,"And Juan, you're wrong about the ratings.",NEGATIVE
737,Juan, Juan?,NEUTRAL
738,Juan, Juan,NEUTRAL
739,Juan, Why does Juan get all the Republican talking points and I don't get any?,NEGATIVE
740,Juan," Juan, that threshold for deportation as higher when it's a felony because ICE have to categorize and prioritize deportation.",NEUTRAL
741,House,"Hope the White House has exculpatory evidence.""",NEUTRAL
742,House,There were the secret proceedings in the House --(CROSSTALK),NEUTRAL
743,House,House impeachment managers are presenting their case on abuse of power before the Senate.,NEUTRAL
744,House,They're down from the House hearings and they're way down since the Mueller hearing.,NEGATIVE
745,House,It's Adam Schiff and the House managers that are trying to perpetrate this lie on the American people.(END VIDEO CLIP),NEGATIVE
746,House,The White House has repeatedly argued it was about corruption.,NEUTRAL
747,House,"For the senators to be leaving, getting up not listening to everything that they are presenting shows that the House is not giving them a compelling reason to sit and listen to every single detail because they think this is a very serious matter.",NEGATIVE
748,Trump,And that's the real reason why they are impeaching Trump.,NEGATIVE
749,Trump, Like when Trump won in 2016.,NEUTRAL
750,Trump,Trump didn't claim privilege once during the Mueller investigation.,NEUTRAL
751,Trump,It may help Trump personally,POSITIVE
752,Trump,RealClearInvestigation says a great piece here is some new exclusive reporting about how the whistleblower was overheard talking to the guy Schiff hired from the National Security Council in 2017 about the need to take Trump out and to get him impeach.,NEGATIVE
753,Trump,Let's bring in -- bring in Trump's children.,NEUTRAL
754,Trump,And Trump is being impeached for doing it?,NEUTRAL
755,Trump,"They split with Trump before he was even elected after Access Hollywood, after he went after John McCain.",NEGATIVE
756,Trump,"While this was going on, President Trump signed an agreement to plant one trillion trees, whereas CNN will say he's guilty of treason.",NEGATIVE
757,Trump, So that's Trump.,NEUTRAL
758,Trump,And Trump is right.,POSITIVE
759,Democrats," Yes, Democrats are real constitutionalists now, Juan.",NEUTRAL
760,Democrats,Some Democrats are pushing back on that proposal.(BEGIN VIDEO CLIP),NEUTRAL
761,Democrats,", do you think the Democrats are guilty of a cover-up by preventing Hunter Biden from testifying?",NEGATIVE
762,Democrats,"If the Democrats had a case, it would've been a slamdunk deal.",NEGATIVE
763,Democrats,"But the Democrats, they get their managers in there and they've totally miscalculated this thing.",NEGATIVE
764,Democrats,"Oh, the Democrats are back.",NEUTRAL
765,Democrats,"You know what, Dagen, I mean, your point is that you think terrible things about the Democrats, terrible things about Adam Schiff.",NEGATIVE
766,Democrats,"It's still underwater in the RealClear Politics average, because this is where the Democrats are, and it's a loser for them.",NEGATIVE
767,Democrats,The president this morning going after Democrats over this whole impeachment thing.(BEGIN VIDEO CLIP),NEGATIVE
768,Democrats,But people on the left and Democrats know that President -- that Vice President Biden has a very soft spot about his kid.,NEUTRAL
769,Democrats,Senate Democrats are reportedly toying with the idea of trading Hunter Biden's testimony for John Bolton's.,NEUTRAL
770,Republicans,So you're going to see it if the Democrats are not doing to Republicans and the Republicans will do it back to them.,NEUTRAL
771,Republicans," So my final thought is that the Democrats who think that these so- called moderate, even though they are conservative people, moderate Republicans are going to save them in this impeachment trial.",NEUTRAL
772,Republicans,"And they broke it down GOP and Democrat, 86 percent remain in office from the Republicans, 85 percent removal from the Democrats.",NEUTRAL
773,Republicans,I think the Republicans are probably pretty happy that McConnell was there in 99 and is now there leading this.(CROSSTALK),POSITIVE
774,Republicans,That's what everybody really cares the Republicans are engaged in a cover-up yet they don't want the whistleblower or Hunter to testify.,NEGATIVE
775,Republicans, -- the moderate Republicans going into the 2020 election.,NEUTRAL
776,Republicans,"But Republicans are contending that the language by Jerry Nadler, one of the impeachment managers, was a bridge too far the way he criticized the Senate.",NEUTRAL
777,Republicans,"I think right now, what you're seeing is Republicans on the defensive about trying to make sure especially --",NEGATIVE
778,Republicans, Republicans continue to focus on the impeachment managers.,NEUTRAL
779,Republicans, Leader McConnell and Senate Republicans don't want a fair trial that considers all the evidence.,NEGATIVE
780,Senate, Leader McConnell and Senate Republicans don't want a fair trial that considers all the evidence.,NEGATIVE
781,Senate,You're looking live at the Senate floor.,NEUTRAL
782,Senate,Senate Democrats are reportedly toying with the idea of trading Hunter Biden's testimony for John Bolton's.,NEUTRAL
783,Senate, The Senate impeachment trial continues.,NEUTRAL
784,Senate, Fox News continuing to monitor the Senate Impeachment Trial.,NEUTRAL
785,Senate,It's the Senate cameras.,NEUTRAL
786,Adam Schiff," What we saw today from Adam Schiff was a masterful, comprehensive --(CROSSTALK)",POSITIVE
787,Adam Schiff,"I mean, watch -- I mean, Adam Schiff, the thing that I realized that speaking for any longer for 10 minutes is like a slow gas leak.",NEGATIVE
788,Adam Schiff, What did you think of the presentation by the lead house manager Adam Schiff.,NEUTRAL
789,Adam Schiff,But putting Adam Schiff on television for two straight hours might be up there with the dumbest.,NEGATIVE
790,Adam Schiff,"Adam Schiff, I wrote down what you said earlier, commanding performance?",NEUTRAL
791,Adam Schiff,"But contrary to what I was just hearing from Jesse, I thought that Adam Schiff was quite impressive today.",POSITIVE
792,Adam Schiff, Adam Schiff,NEUTRAL
793,Adam Schiff,Here's something that Adam Schiff said.,NEUTRAL
794,Bernie Sanders,Bernie Sanders denies saying this.,NEUTRAL
795,Bernie Sanders,"There a lot of reasons not to vote for Bernie Sanders, but you have to be a shallow lifestyle liberal to think sexism is one of them.",NEGATIVE
796,Bernie Sanders," Now, back in 2016, it is estimated that about 10 percent of Bernie Sanders supporters voted for President Trump and that could certainly happen again.",NEUTRAL
797,Bernie Sanders,"I think Joe Biden still probably will squeak it out, ultimately, in the end, but Bernie Sanders is definitely on the rise.",POSITIVE
798,Bernie Sanders, But Crazy Bernie Sanders and the Washington Democrats.,NEGATIVE
799,Bernie Sanders,So has Bernie Sanders changed his mind about that?,NEUTRAL
800,Bernie Sanders,"But there's only three weeks until Iowa and to me, Bernie Sanders actually has better organization, better campaign staff, and are on the march.",POSITIVE
801,Bernie Sanders,"What's going to happen if Bernie Sanders wins, watch?(BEGIN VIDEO CLIP)",NEUTRAL
802,Bernie Sanders,"If you take out the tiny Episcopalian Mayor from the Midwest, and it's really -- so it's Bernie Sanders and Biden, Sanders -- I mean, Elizabeth Warren, Sanders and Biden.",NEUTRAL
803,Bernie Sanders,"So then it seemed like it was retaliation to say that Bernie Sanders is a sexist, and I think that the non-aggression pact between these two, it might even last through tonight's debate.",NEUTRAL
804,Bernie Sanders,"In it, a Sanders campaign organizer vows that if Bernie Sanders doesn't get the nomination, people are going to get hurt.(BEGIN VIDEO CLIP)",NEGATIVE
805,Trump, Wisconsin turned out to be a critical state for Donald Trump back in 2016 and remains central to his reelection strategy.,NEUTRAL
806,Trump,"And then we -- and then Tucker, winking and nodding that they have sources that are going to really substantiate their accusation that Trump may be indicted by Mueller, all fraudulent, and bogus.",NEGATIVE
807,Trump,"Well, you may remember that at the State of the Union last year, when President Trump said we have the lowest all time black non- employment, and the cameras flash to the Congressional Black Caucus, and they sat there like this.",NEUTRAL
808,Trump,I'm voting for Trump.,POSITIVE
809,Trump,"And they all are, you know, they all have that common theme that Trump is so dangerous to the Republic that we can cast away these protocols that have served us pretty well.",NEGATIVE
810,Trump,They would have said Trump should have taken him out.,NEUTRAL
811,Trump,I swear the Trump campaign is paying that woman.,NEGATIVE
812,Trump,"I read about this in ""The Washington Examiner"" recently talking about two-tiered justice comparing the Hillary Clinton investigation with the Donald Trump investigation, two similarly situated people who were treated very differently and all the people who worked for them, all the people who were associated with them were treated very differently.",NEUTRAL
813,Elizabeth Warren,"If you take out the tiny Episcopalian Mayor from the Midwest, and it's really -- so it's Bernie Sanders and Biden, Sanders -- I mean, Elizabeth Warren, Sanders and Biden.",NEUTRAL
814,Elizabeth Warren,Here's Elizabeth Warren telling audiences how she was fired from her first job for the crime of getting pregnant -- because that's what life was like in America  before pioneering feminists like Elizabeth Warren put everything on the line to change the rules.,POSITIVE
815,Elizabeth Warren,"Well, because Elizabeth Warren herself told a very different story 12 years before.(BEGIN VIDEO CLIP)",NEGATIVE
816,Elizabeth Warren,Elizabeth Warren claims that he has.,NEUTRAL
817,Elizabeth Warren,"Are we overstating Elizabeth Warren getting -- it's hard to believe that Elizabeth Warren thinks she is going to save her campaign by calling Bernie Sanders is sexist, but maybe she is?",NEGATIVE
818,Elizabeth Warren,"It seemed like just this morning that Senator Elizabeth Warren of Massachusetts had been ordained the front runner and the likely Democratic nominee, but not anymore.",NEGATIVE
819,Elizabeth Warren,"Now, I don't know if the Elizabeth Warren, supporters would actually be able to say that they're for Bernie, maybe so, but with the Bernie people, to be able to be for anybody else.",NEUTRAL
820,Tucker," Thank you, Tucker.",NEUTRAL
821,Tucker,"Before you say anything, Tucker, I just want to be very clear.",NEUTRAL
822,Tucker," Thanks, Tucker.",NEUTRAL
823,Tucker,"And then we -- and then Tucker, winking and nodding that they have sources that are going to really substantiate their accusation that Trump may be indicted by Mueller, all fraudulent, and bogus.",NEGATIVE
824,Tucker," Thank you, Tucker.",POSITIVE
825,Hollywood,Hollywood,NEUTRAL
826,Hollywood,"and it's the hypocrisy of Hollywood, though.",NEGATIVE
827,Hollywood,"So Hollywood should be not trusted, and actors are actors and we do our job.",NEGATIVE
828,Hollywood,That's what happens in Hollywood.,NEUTRAL
829,Hollywood," So there's a new -- speaking of Hollywood, a new Morning Consult poll says that Hollywood is the single least trusted institution in American life.",NEGATIVE
830,Hollywood,Hollywood is a bottom line down.,NEGATIVE
831,Senate,"We'll tell you what he said next, plus, we continue to monitor what's going on in the Senate tonight, as the impeachment trial continues.",NEUTRAL
832,Senate,"Plus, our coverage of the Senate impeachment will continue throughout the day.",NEUTRAL
833,Senate,But I do think those addressing the Senate should remember where they are.,NEUTRAL
834,Senate,It has been going on all day in the United States Senate.,NEUTRAL
835,Senate,The Senate impeachment trial is still going.,NEUTRAL
836,Senate,"I think that actually Nadler's comments last night, where he accused the Senate of participating in a cover up.",NEGATIVE
837,Joe Biden, So what's your view on Joe Biden essentially taking bribes from the credit card companies which are wrecking your life?,NEGATIVE
838,Joe Biden," Well, this whole impeachment trial appears to be designed to help Joe Biden, but Biden seems determined to sabotage himself with lunatic statements on topics like immigration.",NEGATIVE
839,Joe Biden,Joe Biden is a friend of mine.,POSITIVE
840,Joe Biden,"For example, when Sanders' surrogate Zephyr Teachout called Joe Biden corrupt in an op- ed, and of course, Joe Biden is corrupt, Sanders didn't stand by her.",NEGATIVE
841,Joe Biden,"And now, you have Joe Biden coming out and taking very different positions on this.",NEUTRAL
842,Joe Biden,Now they tell you that the Democratic establishment wants Joe Biden as the nominee in the first place because he is moderate and can win.,NEUTRAL
843,Joe Biden,But is Joe Biden actually moderate?,NEUTRAL
844,American,So the American people are going to be hearing new arguments from the President's team starting probably this Saturday.,NEUTRAL
845,Adam Schiff,But Adam Schiff isn't interested in hearing from Hunter Biden in public.,NEGATIVE
846,Adam Schiff,"Adam Schiff, how will history record his efforts this week?",NEUTRAL
847,Adam Schiff,"What does Adam Schiff know about World War III that the rest of us don't know?Well, unfortunately, no one on CNN or MSNBC thought to ask him that.",NEUTRAL
848,Adam Schiff,Adam Schiff has finally relinquish the microphone.,NEGATIVE
849,Adam Schiff," What did you think of the presentation by the lead House Manager, Adam Schiff?",NEUTRAL
850,Adam Schiff," Little pencil neck, Adam Schiff.[APPLAUSE]",NEGATIVE
851,Adam Schiff,"At one point, Adam Schiff actually said that, listen, you know, people are still watching in California.",NEUTRAL
852,Adam Schiff," A very, very powerful and forceful speech, almost two and a half hours by Adam Schiff.",POSITIVE
853,Trump, Congressman Schiff and President Trump aren't friends.,NEUTRAL
854,Trump,"And because everything is irony, they accuse Trump of undermining confidence in our institutions.",NEGATIVE
855,Trump,It seems that the Trump campaign conspired with Russian spies to sellout our democracy.,NEGATIVE
856,Trump,"Because they know they don't really have a case and I guess, they feel that if they can get it on TV, maybe John Bolton might flip maybe, or Hail Mary or maybe they can get four or five senators to support Trump and that will hurt them on their vote next November and they can flip the Senate or maybe they think they can embarrass Trump.",NEGATIVE
857,Trump,"At the core of the Democratic case against the administration, though, is the claim that Trump and the people who work for him are flouting the law.",NEGATIVE
858,Trump, ... requested that the White House preserve all relevant records and produce them by September 16.This included the transcript or actually the call record of the July 25th call between President Trump and President Zelensky.,NEUTRAL
859,Democrats,"But if Democrats insist on going down that road,, they say they will be ready.(BEGIN VIDEO CLIP)",NEUTRAL
860,Democrats,The Democrats are essentially arguing that a 15-year-old jalopy would meet that statute.,NEGATIVE
861,Democrats,"A long trial, because it's sort of a fishing expedition for the Democrats -- and the Democrats are hoping that if they get this fishing expedition going, that they might be able to hook an impeachment fish.",NEGATIVE
862,Democrats,"I think what the polls are not really telling us, and maybe the pundits as well, Neil, is the turnout energy that the Democrats may have.",NEUTRAL
863,Democrats,"For example, Democrats have pushing Parnas to speak.",NEUTRAL
864,Democrats,But I think one of the reasons that Democrats are really calling for witnesses is that their case didn't convince the American people.,NEGATIVE
865,Democrats,"Short of a third-party run, short of a war which distracts the country, the Democrats have this tremendous energy to beat Trump.",POSITIVE
866,Democrats,"We're ready for anything, with Chad Pergram on Capitol Hill, as Democrats get ready to go on offense, and Kevin Corke at the White House on how the president's legal team plans to play defense with a lot of offense.",NEUTRAL
867,Democrats,Democrats have been taking you for granted.,NEGATIVE
868,Democrats,"The Democrats have a long witness wish list, John Bolton, Mick Mulvaney, Robert Blair, Mulvaney's assistant, Michael Duffey, a White House budget  director that might have had a key role at the time in securing and then blocking these funds, allegedly, to the Ukraine.",NEUTRAL
869,Democrats,"We have gone back in history to see how Republicans and Democrats are playing this to their favor, sometimes by doing a 180 on positions they had little more than 20 years ago in the last impeachment process.",NEUTRAL
870,Republicans, So do you think -- Republicans might want the opportunity.,NEUTRAL
871,Republicans," But the longer it goes on, the more, let's say, Republicans risk exposing the president to things that he'd rather not be exposed to.",NEGATIVE
872,Republicans," The argument that the Republicans would make is, you need to have your case made and then bring it to the Senate on the basis of the evidence that you have accumulated in the House, not that you try to fish and find new evidence later to cement your case.",NEUTRAL
873,Republicans,"Republicans come back and they say, Adam Schiff, we want to hear from, Joe Biden, Hunter Biden.",NEUTRAL
874,Republicans," But the Republicans are saying the longer -- might think, the longer this goes on, the more ludicrous the Democratic assumptions are that President Trump has committed a crime, and it will then backfire on the Democrats.",POSITIVE
875,Republicans,That's what Republicans are saying.,NEUTRAL
876,Republicans,"And in the first impeachment we had with President Johnson, you had a heavily partisan affair, where the Republicans were -- even though they had -- they did have the two-thirds majority, they were not able to convince members of their own party to convict President Johnson.",NEUTRAL
877,Republicans," Now, I have seen reports that some Republicans are urging that Leader McConnell put in his proposal some kind of wishy-washy language, well, maybe we should vote on witnesses and maybe we shouldn't.",NEGATIVE
878,Republicans,"It's -- Republicans, the argument goes, the shorter the better.",NEUTRAL
879,Republicans," Justin, the Republicans are very united too.",NEUTRAL
880,Republicans,"By the way, 20 years ago, lawmakers were taking sides over witnesses and Senate trials, Republicans arguing one point, Democrats arguing the other.",NEUTRAL
881,Senate, And the Senate has the votes to acquit him.,NEUTRAL
882,Senate,"Here is the Senate minority leader, Chuck Schumer.(BEGIN VIDEO CLIP)",NEUTRAL
883,Trump,Trump's done.,NEGATIVE
884,Trump,"I think that you first you saw Trump saying that he did want witnesses, and now the White House is saying that they want this to be short, a two-week trial.",NEUTRAL
885,Trump," You know, it's interesting, too, because you and I can remember during the campaign when Donald Trump was running for president -- and we have a clip of this -- he would always make an appeal to African-American audiences about taking a chance on him.",NEUTRAL
886,Trump,"And I think that is one reason we might have seen that delay, is that they're hoping that more comes out that makes President Trump look bad in the eyes of the American public, if not uncover evidence of an impeachable offense.",NEGATIVE
887,Trump,"As you know, the African-American vote is so low for Trump in the polling.",NEGATIVE
888,Trump,"Well, President Trump's legal team is filing its own impeachment brief today, and it ended up being almost as many pages as the defense managers' in the House.",NEUTRAL
889,Trump,"And it's interesting because, Neil, you might remember that for a while we were hearing that Trump actually wanted a drawn-out trial.",NEUTRAL
890,Trump,"And then when Trump said, come say a few words, it was like, uh-oh, because I know that kid in the 24 hours before that got called an Uncle Tom, was told, why are you going to the White House, that this president hates you.",NEUTRAL
891,Trump,And I think Trump's legal team is making a two-fold argument.,NEUTRAL
892,Trump,"And for President Trump, he's going to use this whole impeachment thing to pound his narrative that he's in Washington challenging the swamp that he calls it, and the swamp is trying to send him home and kick him out.",NEUTRAL
893,Trump,Trump's done.,NEGATIVE
894,House,"He is -- he has said he's taking his cue from the White House, and the White House wants a cover-up.",NEGATIVE
895,House,"""White House officials say this should mean a quick acquittal with no need for more witnesses.",NEUTRAL
896,House,There wasn't quite that in the House.,NEUTRAL
897,House,Saturday show that the differences between 20 years ago and now is that the House didn't call any of the witnesses that both sides are arguing should testify in the Senate trial.,NEGATIVE
898,Bolton, And that Bolton tape we've heard everything we need from Bolton.,NEUTRAL
899,Bolton,"We also have an interesting flashback from 2010 when John Bolton was talking about well, sometimes he might need to live for the sake of his view of national security.(BEGIN VIDEO CLIP)",NEUTRAL
900,Bolton,"So if John Bolton has got something to say, let him say it.",NEUTRAL
901,Bolton,I remember having Bolton on radio and playing some of those very soundbites.,NEUTRAL
902,Bolton,John Bolton's interview and Donald Trump's call with Vladimir Zelensky are very similar in this way.,NEUTRAL
903,Bolton,"Two days after Bolton submitted his manuscript to the White House, Trump killed Iran's General Qasem Soleimani.",NEUTRAL
904,Bolton,And also they want to hear Bolton.,NEUTRAL
905,Bolton,"All, Chris, of those Democrats spent all of those years deriding Bolton.",NEGATIVE
906,Bolton,"I think Bolton is not only a bad choice, it's honestly difficult to consider a worse choice.",NEGATIVE
907,Bolton,And I think it's important for the country to hear me and John Bolton.(END VIDEO CLIP),NEUTRAL
908,Bolton,"Well, now I want you to remember that the contents of Bolton's unpublished manuscript they were leaked to ""The New York Times"" a few days ago but according to an NSC lawyer, the manuscript appears to contain classified, perhaps even top-secret information.",NEUTRAL
909,Trump,"Or was Trump trying to influence Bolton not to testify to the Senate?""(LAUGHTER)",NEUTRAL
910,Trump,President Trump is enjoying his best approval rating in three years.,POSITIVE
911,Trump,"And if he is, Donald Trump --",NEUTRAL
912,Trump," George - well, face with a bipartisan acquittal of Trump, Democrats and the media are resorting to desperate 11th hour shenanigans, here is the latest fake news from CNN's Jake Tapper.(BEGIN VIDEO CLIP)",NEGATIVE
913,Senate,"And then Friday night there is what I'm calling a gateway vote, that is where the Senate votes up or down as to whether or not to have witnesses and documents.",NEUTRAL
914,Senate,"Now you're having Jerry Nadler, my chairman, comes into the Senate and says, look, if you don't agree with what we say, if you don't call witnesses, then you are corrupt, the Senate is corrupt.",NEGATIVE
915,Senate,Putting the Senate on trial when it's actually the House managers who are supposed to prove their case when they come there.,NEUTRAL
916,Senate,The Hill is reporting that it was clear to Senate Republicans on Wednesday after a morning meeting between Senate Majority Leader McConnell and Senator Murkowski that the question of having additional witnesses is settled and the Senate will vote Friday to wrap up impeachment of President Trump.,NEUTRAL
917,Senate, You're going to push forward with running for Senate?,NEUTRAL
918,Democrats,"I think it's a terrible mistake for Democrats to put up nakedly partisan politicians who are preening for the camera as their prosecutors, because they probably offended the jury.",NEGATIVE
919,Democrats,"And coming up, we are going to reveal the Democrats change of heart on Bolton.",NEUTRAL
920,Democrats,", you showed video of Democrats with no principles.",NEGATIVE
921,Democrats,"In the end, what will the Democrats have accomplished in this shiny object impeachment?",NEGATIVE
922,Democrats,"Yet just as they tried in the Kavanaugh fight by digging up supposed victims and late in the game unverifiable allegations, Democrats think time is on their side.",NEGATIVE
923,Democrats," George - well, face with a bipartisan acquittal of Trump, Democrats and the media are resorting to desperate 11th hour shenanigans, here is the latest fake news from CNN's Jake Tapper.(BEGIN VIDEO CLIP)",NEGATIVE
924,Democrats,The Democrats blew it in the House because their witnesses were a bunch of law professors and each other.,NEGATIVE
925,Democrats,The only response to the Democrats sleazy tactics is unwavering G.O.P. unity at least for a couple more days.,NEGATIVE
926,Democrats,"So Democrats with no principles, whether it's Bolton or Romney is certainly nothing new.",NEGATIVE
927,Democrats,"Without Murkowski, Democrats can't get the four votes they need to compel Bolton's testimony.",NEUTRAL
928,Democrats,"Despite all the early predictions that Republicans were fracturing, the Democrats are actually the ones who are falling apart.(BEGIN VIDEO CLIP)",NEGATIVE
929,Laura,I'm Laura Ingraham and this is THE INGRAHAM ANGLE from Washington tonight.,NEUTRAL
930,Laura," Laura, the bright shiny object is at the House didn't do its job, forget about all of the legal stuff, it's real simple.",NEUTRAL
931,Laura,"Laura, there was a Monmouth poll, 50 percent of the Iowa caucus goers have not made up their mind yet, and he's pushing voters away.",NEUTRAL
932,Laura," Laura, talk about media malfeasance.",NEUTRAL
933,Laura,"Laura Ingraham, take it away.",NEUTRAL
934,Trump,"While standing on the tarmac of -- at Andrews Air Force Base, President Trump argued that the House impeachment inquiry, quote, ""shouldn't be allowed.",NEUTRAL
935,Trump,President Trump turn from rhetoric to action.,NEUTRAL
936,Trump,"Third, President Trump's blanket order not only directed them to refuse to participate voluntarily, it also directed them to defy House subpoenas.",NEGATIVE
937,Trump,"President Trump blocked every person who works in the White House and every person who works in every department, agency and Office of the Executive Branch from providing information to the House as part of the impeachment inquiry.",NEGATIVE
938,Trump,"And although we're all too familiar with President Trump's rhetoric and rants, these words in this letter on White House stationery signed by his lead counsel here today have consequences.",NEGATIVE
939,Trump,"As part of his effort to cover up evidence of his scheme to solicit foreign interference in the upcoming election, President Trump did something no president has ever dared to do in the history of our Republic.",NEGATIVE
940,Trump,"""When he issued this order, President Trump doubled down on this previous blanket order.",NEUTRAL
941,Trump,"Finally, we will demonstrate that President Trump is, without question, guilty of obstruction of Congress that his defenses like any legal foundation and that his actions pulls a dire and continuing threat to the foundation of our constitutional framework.",NEGATIVE
942,Trump,"First, the Trump administration actively discouraged its employees from even identifying documents responsive to the committees' request.",NEGATIVE
943,Trump,President Trump blocked every single one of these requests.,NEUTRAL
944,Trump,"President Trump categorically, indiscriminately and in unprecedented fashion obstructed Congress' impeachment inquiry.",NEGATIVE
945,House,"Just days later, the President began to attack the legitimacy of the House impeachment inquiry.",NEGATIVE
946,House,"He publicly attacked the House's impeachment inquiry calling it, quote, ""constitutionally invalid"" and he ordered every single person working in the Executive Branch to defy the House impeachment inquiry.",NEGATIVE
947,House,"The House issued subpoenas to compel the testimony of three officials at the Office of Management and Budget, Acting Director Russell Vought, Associate Director Michael Duffey and Associate Director Michael (sic) McCormack.",NEUTRAL
948,House,But it is not just the White House.,NEUTRAL
949,House,"On October 8th, the White House sent a letter to Speaker Nancy Pelosi informing her that President Trump would seek to completely obstruct the impeachment inquiry.",NEUTRAL
950,House,President Trump directed the entire Executive Branch not to cooperate with the House's impeachment inquiry.,NEGATIVE
951,House,"The day after his initially scheduled deposition, Mr. Blair's personal attorney sent a letter to the House.",NEUTRAL
952,House,"Following new deeply troubling revelations about the President's July 25 call, on September 24th, the Speaker of the House announced that the House investigations into the President's scheme to pressure Ukraine for personal gain would be folded into the ongoing impeachment inquiry.",NEUTRAL
953,Congress,"President Trump categorically, indiscriminately and in unprecedented fashion obstructed Congress' impeachment inquiry.",NEGATIVE
